Course Title,Course Description,Antirequisites,Prerequisites,Extra Information,Course Weight,Subject
Computer Science 4475A/B OPEN SOURCE SOFTWARE PROJECT,"An examination of large-scale software development in the context of a distributed, multi-university open source software project organized by the Undergraduate Capstone Open Source Projects (UCOSP) initiative (see http://ucosp.ca for details).  Students will receive practical hands-on experience in working in software development, as well as valuable soft skills and team experience.",Computer Science 4438A/B/Y,Computer Science 3307A/B/Y,"3 lecture hours.Note: Students must notify the Department of their interest in registration in the course prior to the preceding May 1st for Computer Science 4475A or September 1st for Computer Science 4475B.  Registration in the course is conditional and competitive as course costs and coordination are provided by UCOSP.  A committee will adjudicate students on the basis of grades in program courses and a statement of interest submitted as part of the application process.  Students must be able to travel to an initial meeting at the beginning of the course; in the case that this meeting is outside of Canada, students will need valid travel documentation and must consult with the Department in advance if this is an issue.  Costs related to this travel will be reimbursed by UCOSP; details will be provided prior to registration.",0.50,Computer Science
Computer Science 4476A/B/Y SUMMER OF CODE,"An examination of open source software development through Google's annual Summer of Code program. Students are exposed to real-world software development scenarios in mentored projects from a number of open source projects, gaining valuable and practical skills and experience in open source software development and maintenance.",Computer Science 4437A/B/Y,Computer Science 3307A/B/Y,3 lecture hours.  Note: Students must notify the Department of their interest in registration in the course prior to the preceding May 1st for . Registration in the course is conditional upon acceptance into the Google Summer of Code program. Students are advised that the timeline for this program varies from year to year and it is their responsibility to ensure that they can participate in the program according to their schedule and needs.,0.50,Computer Science
Computer Science 4478A/B/Y MASTER THE MAINFRAME,"The mainframe remains a critical piece of infrastructure for enterprise computing, with experts highly sought after by industry. This course studies the mainframe through IBM's annual Master the Mainframe program. Students are exposed to real-world development through hands-on projects, gaining valuable experience and skills for working with modern mainframe systems.",Computer Science 4434A/B/Y,Computer Science 3307A/B/Y,3 lecture hours. Note: Registration in the course is conditional upon acceptance into the IBM Master the Mainframe program. Students are advised that the timeline for this program varies from year to year and it is their responsibility to ensure that they can participate in the program according to their schedule and needs; consultation with the Department prior to registration is highly recommended.,0.50,Computer Science
Computer Science 4480Y GAME DEVELOPMENT PROJECT,"Industrial-style development issues related to the creation of games of commercial scale and quality, both for entertainment and serious game applications; in a group project, students will examine concepts, theories, tools, technologies, and techniques for code and content generation for modern games.","Computer Science 3380F/G/Z, Computer Science 4460Z, Computer Science 4470Y, Computer Science 4490Z","Computer Science 4482A/B, Computer Science 4483A/B",2 lecture hours.,0.50,Computer Science
Computer Science 4481A/B IMAGE COMPRESSION,Dealing with digital pictures (images) requires far more computer memory and transmission time than is needed for plain text. This course provides students with a solid understanding of the fundamentals and the principles of various digital still-image compression schemes.,,"Computer Science 3305A/B, Computer Science 3307A/B/Y, Computer Science 3342A/B",3 lecture hours.,0.50,Computer Science
Computer Science 4482A/B GAME ENGINE DEVELOPMENT,"Core concepts and techniques of real-time rendering and physical simulation as applied to the development of interactive game and simulation software. Topics from: real-time programming, indoor and outdoor rendering algorithms, character animation, vertex and pixel shaders, shading models, real-time shadows, procedural methods, simulation of classical mechanics, numerical integration, threaded programming.",,"Computer Science 3305A/B, Computer Science 3307A/B/Y, Computer Science 3340A/B, Computer Science 3388A/B, Software Engineering 2205A/B, Software Engineering 3310A/B, Software Engineering 3313A/B, Software Engineering 3350A/B, Pre-or Corequisite(s):, Computer Science 3388A/B",3 lecture hours.,0.50,Computer Science
Computer Science 4483A/B GAME DESIGN,"Concepts and issues that arise in the development of games for entertainment and serious game applications, focusing on providing players with more engaging, immersive, and rewarding gameplay experiences. Group project normally required.",,"Computer Science 3307A/B/Y, Software Engineering 3350A/B",3 lecture hours.,0.50,Computer Science
Computer Science 4487A/B ALGORITHMS FOR IMAGE ANALYSIS,"Fundamental concepts in computer and robot vision, medical image analysis, photo/video editing and graphics; problems such as image segmentation, registration, correspondence, matching, object recognition, tracking, stereo, texture synthesis; gradient descent, dynamic programming, graph-based optimization, techniques from computational geometry.",,"Computer Science 3340A/B, Mathematics 1600A/B, Applied Mathematics 1201A/B, Calculus 1301A/B, Calculus 1501A/B",3 lecture hours.,0.50,Computer Science
Computer Science 4488A/B COMPUTER GRAPHICS II,"Geometric modelling; boundary and solid representations; spline curves and surfaces. Principles of animation, illumination and rendering.",,Computer Science 3388A/B,3 lecture hours.,0.50,Computer Science
Computer Science 4490Z THESIS,A project or research paper completed with minimal faculty supervision. An oral presentation plus a written submission will be required.,"Computer Science 3380F/G/Z, Computer Science 4460Z, Computer Science 4470Y, Computer Science 4480Y","Computer Science 3305A/B, Computer Science 3305A/B",3 lecture hours.,0.50,Computer Science
Computer Science 4491 PRACTICUM IN COMPUTER SCIENCE,"Upon completion of required Diploma-credit courses, students will have the opportunity to participate in an optional practicum placement in a Computer Science position in industry or academia. Successful completion of this course will involve participation in pre-practicum workshops, application and interview processes, development of practicum learning goals, and evaluation by the practicum supervisor.",,,560 hours.,2.50,Computer Science
Computer Science 4492 PRACTICUM IN GAME DEVELOPMENT,"Upon completion of required Diploma-credit courses, students will have the opportunity to participate in an optional practicum placement in a Game Development position in industry or academia. Successful completion of this course will involve participation in pre-practicum workshops, application and interview processes, development of practicum learning goals, and evaluation by the practicum supervisor.",,,560 hours.,2.50,Computer Science
Digital Humanities 1011A/B PROGRAMMING MY DIGITAL LIFE,"This is a first course in programming for students of all backgrounds. Topics include images, video, sound, and text; user interface; interaction design; web services and APIs; and microcontroller platforms like Arduino and Phidgets. Students complete a series of projects on animation, installation art, electronic music, theatre, visualization, and/or robotics.",,,3 hours.,0.50,Digital Humanities
Digital Humanities 2120F/G DIGITAL CREATIVITY,"From recent work in arts, neuroscience and business to exemplary cases of present-day creativity, this course studies and fosters innovation. It provides hands-on experience and collaborative work that will lead to the development of a creative idea into a business plan.",,,3 hours.,0.50,Digital Humanities
Digital Humanities 2121F/G SPECIAL TOPICS IN DIGITAL HUMANITIES,Please consult with the Department for current course offerings.,,"Computer Science 1033A/B, Digital Humanities 1011A/B",3 hours.,0.50,Digital Humanities
Digital Humanities 2122F/G SPECIAL TOPICS IN DIGITAL HUMANITIES,Please consult with the Department for current course offerings.,,"Computer Science 1033A/B, Digital Humanities 1011A/B",3 hours.,0.50,Digital Humanities
Digital Humanities 2123F/G SPECIAL TOPICS IN DIGITAL HUMANITIES,Please consult with the Department for current course offerings.,,"Computer Science 1033A/B, Digital Humanities 1011A/B",3 hours.,0.50,Digital Humanities
Digital Humanities 2124F/G SPECIAL TOPICS IN DIGITAL HUMANITIES,Please consult with the Department for current course offerings.,,"Computer Science 1033A/B, Digital Humanities 1011A/B",3 hours.,0.50,Digital Humanities
Digital Humanities 2125F/G SPECIAL TOPICS IN DIGITAL HUMANITIES,Please consult with the Department for current course offerings.,,"Computer Science 1033A/B, Digital Humanities 1011A/B",3 hours.,0.50,Digital Humanities
Digital Humanities 2126F/G ETHICS FOR A DIGITAL WORLD,"Through social media, computer gaming, and virtual communities, we spend a considerable portion of our lives in the digital world. What moral considerations ought to guide our conduct as digital citizens? This class will explore cases of online ethical challenges and theories that might provide some answers.",Philosophy 2078F/G,,"3 hours, blended format.",0.50,Digital Humanities
Digital Humanities 2130A/B INTRODUCTION TO DIGITAL HISTORY,"In this course students will learn how historical content is produced, presented and published online; how to find and evaluate digital primary and secondary sources; and how to use computational techniques to work with digital resources. No previous background in the subject area is required.","History 2816A/B, History 3816F/G, Digital Humanities 3902F/G",,4 lecture hours.,0.50,Digital Humanities
